ID,SourceText,VanillaText,Russian,English,Status,Context,Packages,Locations,Notes
987654321,<style WeaponModHeader><DisplayName></style>,,<style WeaponModHeader><DisplayName></style>,<style WeaponModHeader><DisplayName></style>,russian-override;new-id,jazz:Code/System_Firearm_AddProperties.lua:477,jazz,jazz:Code/System_Firearm_AddProperties.lua:601 | jazz:Code/System_WeaponRemovableModify.lua:528,
990002181,Grenade Launcher,,Подствольный гранатомёт,Grenade Launcher,russian-override;new-id,jazz:InventoryItem/JAZZ_GrenadeLauncher_Commando.lua:9 | jazz:items.lua:53889,jazz,jazz:InventoryItem/JAZZ_GrenadeLauncher_Commando.lua:9 | jazz:items.lua:54383,
990002182,Grenade Launcher,,Подствольный гранатомёт,Grenade Launcher,russian-override;new-id,jazz:InventoryItem/JAZZ_GrenadeLauncher_Commando.lua:10 | jazz:items.lua:53890,jazz,jazz:InventoryItem/JAZZ_GrenadeLauncher_Commando.lua:10 | jazz:items.lua:54384,
990002183,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,russian-override;new-id,mag-hint-aligned,jazz,jazz:InventoryItem/JAZZ_GrenadeLauncher_Commando.lua:11 | jazz:items.lua:54385,
990002184,Grenade Launcher,,Подствольный гранатомёт,Grenade Launcher,russian-override;new-id,jazz:InventoryItem/JAZZ_GrenadeLauncher_Galil.lua:9 | jazz:items.lua:53908,jazz,jazz:InventoryItem/JAZZ_GrenadeLauncher_Galil.lua:9 | jazz:items.lua:54402,
990002185,Grenade Launcher,,Подствольный гранатомёт,Grenade Launcher,russian-override;new-id,jazz:InventoryItem/JAZZ_GrenadeLauncher_Galil.lua:10 | jazz:items.lua:53909,jazz,jazz:InventoryItem/JAZZ_GrenadeLauncher_Galil.lua:10 | jazz:items.lua:54403,
990002186,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,russian-override;new-id,mag-hint-aligned,jazz,jazz:InventoryItem/JAZZ_GrenadeLauncher_Galil.lua:11 | jazz:items.lua:54404,
990002187,Grenade Launcher,,Подствольный гранатомёт,Grenade Launcher,russian-override;new-id,jazz:InventoryItem/JAZZ_GrenadeLauncher_M14.lua:9 | jazz:items.lua:53927,jazz,jazz:InventoryItem/JAZZ_GrenadeLauncher_M14.lua:9 | jazz:items.lua:54421,
990002188,Grenade Launcher,,Подствольный гранатомёт,Grenade Launcher,russian-override;new-id,jazz:InventoryItem/JAZZ_GrenadeLauncher_M14.lua:10 | jazz:items.lua:53928,jazz,jazz:InventoryItem/JAZZ_GrenadeLauncher_M14.lua:10 | jazz:items.lua:54422,
990002189,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,russian-override;new-id,mag-hint-aligned,jazz,jazz:InventoryItem/JAZZ_GrenadeLauncher_M14.lua:11 | jazz:items.lua:54423,
990002190,Обмотка на цевье,,Обмотка цевья,Handguard Wrap,russian-override;new-id,jazz:InventoryItem/JAZZ_HandlingWrap.lua:9 | jazz:items.lua:53946,jazz,jazz:InventoryItem/JAZZ_HandlingWrap.lua:9 | jazz:items.lua:54440,
990002191,Обмотка на цевье,,Обмотка цевья,Handguard Wrap,russian-override;new-id,jazz:InventoryItem/JAZZ_HandlingWrap.lua:10 | jazz:items.lua:53947,jazz,jazz:InventoryItem/JAZZ_HandlingWrap.lua:10 | jazz:items.lua:54441,
990002192,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,russian-override;new-id,mag-hint-aligned,jazz,jazz:InventoryItem/JAZZ_HandlingWrap.lua:11 | jazz:items.lua:54442,
990002193,Масляной фильтр,,Масляной фильтр,Oil filter,russian-override;new-id,jazz:InventoryItem/JAZZ_ImprovisedSuppressor.lua:9 | jazz:items.lua:53965,jazz,jazz:InventoryItem/JAZZ_ImprovisedSuppressor.lua:9 | jazz:items.lua:54459,
990002194,Масляной фильтр,,Масляной фильтр,Oil filter,russian-override;new-id,jazz:InventoryItem/JAZZ_ImprovisedSuppressor.lua:10 | jazz:items.lua:53966,jazz,jazz:InventoryItem/JAZZ_ImprovisedSuppressor.lua:10 | jazz:items.lua:54460,
990002195,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,russian-override;new-id,mag-hint-aligned,jazz,jazz:InventoryItem/JAZZ_ImprovisedSuppressor.lua:11 | jazz:items.lua:54461,
990002196,Лазерный целеуказатель,,Лазерный целеуказатель,Red Dot,russian-override;new-id,jazz:InventoryItem/JAZZ_LaserDot.lua:9 | jazz:items.lua:53984,jazz,jazz:InventoryItem/JAZZ_LaserDot.lua:9 | jazz:items.lua:54478,
990002197,Лазерный целеуказатель,,Лазерный целеуказатель,Red Dot,russian-override;new-id,jazz:InventoryItem/JAZZ_LaserDot.lua:10 | jazz:items.lua:53985,jazz,jazz:InventoryItem/JAZZ_LaserDot.lua:10 | jazz:items.lua:54479,
990002198,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,russian-override;new-id,mag-hint-aligned,jazz,jazz:InventoryItem/JAZZ_LaserDot.lua:11 | jazz:items.lua:54480,
990002199,Red Dot,,Лазерный целеуказатель,Red Dot,russian-override;new-id,jazz:InventoryItem/JAZZ_LaserDot_Anaconda.lua:9 | jazz:items.lua:54003,jazz,jazz:InventoryItem/JAZZ_LaserDot_Anaconda.lua:9 | jazz:items.lua:54497,
990002200,Red Dot,,Лазерный целеуказатель,Red Dot,russian-override;new-id,jazz:InventoryItem/JAZZ_LaserDot_Anaconda.lua:10 | jazz:items.lua:54004,jazz,jazz:InventoryItem/JAZZ_LaserDot_Anaconda.lua:10 | jazz:items.lua:54498,
990002201,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,russian-override;new-id,mag-hint-aligned,jazz,jazz:InventoryItem/JAZZ_LaserDot_Anaconda.lua:11 | jazz:items.lua:54499,
990002202,Red Dot,,Лазерный целеуказатель,Red Dot,russian-override;new-id,jazz:InventoryItem/JAZZ_LaserDot_PSG_M1.lua:9 | jazz:items.lua:54022,jazz,jazz:InventoryItem/JAZZ_LaserDot_PSG_M1.lua:9 | jazz:items.lua:54516,
990002203,Red Dot,,Лазерный целеуказатель,Red Dot,russian-override;new-id,jazz:InventoryItem/JAZZ_LaserDot_PSG_M1.lua:10 | jazz:items.lua:54023,jazz,jazz:InventoryItem/JAZZ_LaserDot_PSG_M1.lua:10 | jazz:items.lua:54517,
990002204,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,russian-override;new-id,mag-hint-aligned,jazz,jazz:InventoryItem/JAZZ_LaserDot_PSG_M1.lua:11 | jazz:items.lua:54518,
990002205,Red Dot,,Лазерный целеуказатель,Red Dot,russian-override;new-id,jazz:InventoryItem/JAZZ_LaserDot_aa12.lua:9 | jazz:items.lua:54041,jazz,jazz:InventoryItem/JAZZ_LaserDot_aa12.lua:9 | jazz:items.lua:54535,
990002206,Red Dot,,Лазерный целеуказатель,Red Dot,russian-override;new-id,jazz:InventoryItem/JAZZ_LaserDot_aa12.lua:10 | jazz:items.lua:54042,jazz,jazz:InventoryItem/JAZZ_LaserDot_aa12.lua:10 | jazz:items.lua:54536,
990002207,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,russian-override;new-id,mag-hint-aligned,jazz,jazz:InventoryItem/JAZZ_LaserDot_aa12.lua:11 | jazz:items.lua:54537,
990002208,Наствольная граната для М70,,Надульная граната для M70,M70 Rifle Grenade,russian-override;new-id,jazz:InventoryItem/JAZZ_M70_Grenade.lua:9 | jazz:items.lua:54060,jazz,jazz:InventoryItem/JAZZ_M70_Grenade.lua:9 | jazz:items.lua:54554,
990002209,Наствольная граната для М70,,Надульная граната для M70,M70 Rifle Grenade,russian-override;new-id,jazz:InventoryItem/JAZZ_M70_Grenade.lua:10 | jazz:items.lua:54061,jazz,jazz:InventoryItem/JAZZ_M70_Grenade.lua:10 | jazz:items.lua:54555,
990002210,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,russian-override;new-id,mag-hint-aligned,jazz,jazz:InventoryItem/JAZZ_M70_Grenade.lua:11 | jazz:items.lua:54556,
990002211,Увеличенный короб,,Увеличенный патронный короб,Extended Ammo Box,russian-override;new-id,jazz:InventoryItem/JAZZ_MagBelt_100_200.lua:9 | jazz:items.lua:54079,jazz,jazz:InventoryItem/JAZZ_MagBelt_100_200.lua:9 | jazz:items.lua:54573,
990002212,Увеличенный короб,,Увеличенный патронный короб,Extended Ammo Box,russian-override;new-id,jazz:InventoryItem/JAZZ_MagBelt_100_200.lua:10 | jazz:items.lua:54080,jazz,jazz:InventoryItem/JAZZ_MagBelt_100_200.lua:10 | jazz:items.lua:54574,
990002213,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,russian-override;new-id,mag-hint-aligned,jazz,jazz:InventoryItem/JAZZ_MagBelt_100_200.lua:11 | jazz:items.lua:54575,
990002214,Короб,,Патронный короб,Ammo Box,russian-override;new-id,jazz:InventoryItem/JAZZ_MagBelt_40_100.lua:9 | jazz:items.lua:54098,jazz,jazz:InventoryItem/JAZZ_MagBelt_40_100.lua:9 | jazz:items.lua:54592,
990002215,Короб,,Патронный короб,Ammo Box,russian-override;new-id,jazz:InventoryItem/JAZZ_MagBelt_40_100.lua:10 | jazz:items.lua:54099,jazz,jazz:InventoryItem/JAZZ_MagBelt_40_100.lua:10 | jazz:items.lua:54593,
990002216,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,russian-override;new-id,mag-hint-aligned,jazz,jazz:InventoryItem/JAZZ_MagBelt_40_100.lua:11 | jazz:items.lua:54594,
990002217,Бубен,,Бубен,Drum Magazine,russian-override;new-id,jazz:InventoryItem/JAZZ_MagDrum_30_100.lua:9 | jazz:items.lua:54117,jazz,jazz:InventoryItem/JAZZ_MagDrum_30_100.lua:9 | jazz:items.lua:54611,
990002218,Бубен,,Бубен,Drum Magazine,russian-override;new-id,jazz:InventoryItem/JAZZ_MagDrum_30_100.lua:10 | jazz:items.lua:54118,jazz,jazz:InventoryItem/JAZZ_MagDrum_30_100.lua:10 | jazz:items.lua:54612,
